date,key,new_hospitalized,total_hospitalized,new_intensive_care,total_intensive_care,new_ventilator,total_ventilator
2020-06-24 00:00:00,CH_GR,0,1,0,0,0,0
2020-10-12 00:00:00,CH_ZH,1,51,2,9,3,7
2020-07-02 00:00:00,CH_LU,0,5,0,2,0,2
2020-08-08 00:00:00,CH_NE,0,1,0,0,0,0
2020-11-23 00:00:00,US_UT,70,7602,2,1400,0,516
2020-04-16 00:00:00,CH_GR,1,37,1,8,1,7
2020-05-21 00:00:00,US_AR,0,535,0,,0,101
2020-06-14 00:00:00,US_UT,16,1028,2,302,2,134
2020-04-18 00:00:00,CH_VS,-1,84,2,18,0,10
2020-11-12 00:00:00,CH_BE,7,410,-7,57,-2,44
2020-04-22 00:00:00,CH_NE,0,37,-1,6,0,4
2020-12-11 00:00:00,US_AR,139,9848,0,,18,1089
2020-07-16 00:00:00,CH_GR,0,1,0,0,0,0
2020-12-13 00:00:00,CH_ZH,28,517,8,99,2,66
2020-04-30 00:00:00,CH_GE,-4,234,-2,19,-1,18
2020-06-25 00:00:00,CH_LU,0,6,0,1,0,1
2020-12-18 00:00:00,US_AL,665,30224,1,2384,2,1371
2020-12-27 00:00:00,US_UT,62,10584,3,1780,0,625
2020-03-05 00:00:00,CH_VS,-2,11,0,0,0,0
2020-04-12 00:00:00,CH_LU,-1,20,-1,5,0,5
2020-11-20 00:00:00,US_AL,154,23449,7,2189,4,1265
2021-02-01 00:00:00,CH_BE,14,132,4,28,0,20
2020-05-14 00:00:00,CH_VS,-2,29,0,8,0,5
2020-12-15 00:00:00,US_AL,346,29259,11,2374,7,1360
2020-04-29 00:00:00,CH_GE,-22,238,-2,21,-2,19
2020-04-14 00:00:00,CH_NE,-7,60,1,11,0,10
2020-08-09 00:00:00,US_AL,0,11537,14,1242,13,674
2020-10-24 00:00:00,CH_GR,-2,12,1,4,1,4
2020-04-30 00:00:00,CH_NE,-1,25,1,5,0,4
2020-07-28 00:00:00,US_KS,0,1644,0,465,0,171
2020-11-28 00:00:00,CH_GR,2,42,0,9,0,5
2020-10-17 00:00:00,CH_GR,-1,6,-1,2,0,1
2020-12-22 00:00:00,CH_NE,-7,44,1,8,1,4
2021-01-25 00:00:00,CH_NE,1,24,0,4,0,4
2020-11-01 00:00:00,CH_TI,3,168,0,11,1,8
2020-12-14 00:00:00,CH_LU,5,92,0,,1,15
2020-10-11 00:00:00,US_AL,0,18179,1,1890,2,1067
2020-11-18 00:00:00,CH_VS,-17,260,1,34,2,27
2020-10-05 00:00:00,US_AR,36,5586,0,,5,696
2020-08-10 00:00:00,US_KS,36,1911,8,534,1,194
2020-11-08 00:00:00,US_KS,0,4067,0,1122,0,337
2020-12-09 00:00:00,US_AR,98,9675,0,,8,1068
2020-07-26 00:00:00,CH_BL,1,1,0,0,0,0
2020-04-16 00:00:00,CH_TI,-16,249,-1,59,-1,49
2020-10-09 00:00:00,US_AR,0,5805,0,,0,723
2020-07-06 00:00:00,US_KS,16,1235,7,384,2,158
2020-08-08 00:00:00,CH_ZH,1,26,0,7,0,6
2020-08-04 00:00:00,US_AL,235,11100,20,1173,15,634
2021-01-14 00:00:00,CH_BE,-11,230,3,44,1,34
2020-11-07 00:00:00,US_AR,14,7415,0,,2,865
2020-04-14 00:00:00,CH_GR,0,34,0,6,0,5
2020-09-09 00:00:00,CH_LU,0,6,0,1,0,1
2020-10-20 00:00:00,CH_BL,2,12,1,2,2,2
2020-10-24 00:00:00,US_UT,58,4997,6,1062,2,417
2020-07-03 00:00:00,US_AL,48,2883,12,838,6,474
2020-11-17 00:00:00,CH_SG,-5,185,-1,27,0,21
2020-09-23 00:00:00,US_AR,43,5098,0,,2,640
2020-06-30 00:00:00,US_AL,44,2769,5,806,1,458
2020-03-21 00:00:00,CH_GE,28,132,3,25,3,24
2021-01-04 00:00:00,US_KS,52,6955,14,1876,0,412
2020-07-22 00:00:00,CH_ZH,-2,24,0,5,0,3
2020-06-02 00:00:00,CH_NE,0,2,0,0,0,0
2020-05-11 00:00:00,CH_LU,-2,12,-1,5,-1,5
2020-06-26 00:00:00,US_AR,55,1300,0,,9,203
2020-11-13 00:00:00,US_UT,104,6591,17,1294,5,485
2020-05-06 00:00:00,US_KS,5,571,1,213,1,96
2020-09-26 00:00:00,CH_ZH,-1,32,1,11,0,8
2021-01-30 00:00:00,CH_BL,-1,16,-1,4,-1,3
2020-08-24 00:00:00,US_UT,15,2941,1,744,0,298
2020-12-21 00:00:00,CH_VS,7,86,0,18,2,15
2020-09-28 00:00:00,CH_VS,1,30,0,1,1,1
2021-01-22 00:00:00,CH_BL,-1,25,0,5,0,5
2020-10-25 00:00:00,CH_SG,20,110,1,12,0,6
2020-12-20 00:00:00,CH_GR,3,39,-2,5,-1,4
2020-05-29 00:00:00,CH_GR,0,2,0,1,0,1
2020-05-17 00:00:00,CH_LU,0,11,0,,0,4
2020-09-25 00:00:00,CH_GR,0,3,0,0,0,0
2020-10-12 00:00:00,CH_NE,2,13,0,0,0,0
2020-06-26 00:00:00,CH_BE,0,1,0,0,0,0
2020-06-30 00:00:00,CH_VS,1,10,0,2,0,0
2021-01-25 00:00:00,US_UT,38,13054,0,2054,1,709
2020-08-04 00:00:00,CH_NE,-1,1,0,0,0,0
2020-09-18 00:00:00,CH_ZH,-2,25,-1,10,-1,8
2020-12-06 00:00:00,CH_TI,1,351,-1,38,1,24
2021-01-05 00:00:00,CH_SG,1,168,-1,23,-2,19
2020-05-26 00:00:00,CH_ZH,-4,19,-2,6,0,1
2020-07-30 00:00:00,CH_LU,1,9,2,5,2,5
2021-01-14 00:00:00,CH_GR,0,43,1,8,2,8
2020-04-19 00:00:00,CH_BE,7,78,-2,20,1,13
2021-01-09 00:00:00,CH_VS,0,94,-1,12,-1,7
2020-06-15 00:00:00,US_AL,4,2259,1,676,0,395
2020-06-02 00:00:00,CH_AG,0,4,0,1,0,1
2020-09-05 00:00:00,CH_VS,0,11,0,0,0,0
2021-02-03 00:00:00,CH_GR,-1,29,0,8,-1,7
2020-03-31 00:00:00,CH_TI,-14,401,-1,74,6,67
2020-11-29 00:00:00,CH_VS,-5,173,-2,29,-3,21
2020-03-17 00:00:00,CH_GR,0,9,0,1,0,1
2020-04-11 00:00:00,CH_ZH,-3,149,0,0,0,50
2020-05-19 00:00:00,US_AL,37,1453,5,517,4,306
2020-04-14 00:00:00,CH_BL,0,48,-2,14,-4,8
2020-11-11 00:00:00,CH_GR,7,64,2,8,1,7
2020-05-11 00:00:00,CH_BE,0,36,0,7,0,6
2020-10-14 00:00:00,CH_GR,2,5,1,2,1,1
2020-12-01 00:00:00,CH_GR,4,46,-1,8,0,6
2020-09-18 00:00:00,CH_TI,0,1,0,0,0,0
2020-10-30 00:00:00,CH_BL,1,30,0,4,0,4
2020-10-17 00:00:00,CH_VS,1,86,0,4,0,2
2020-08-04 00:00:00,CH_ZH,-1,35,0,6,0,4
2020-12-17 00:00:00,CH_GR,-1,45,2,9,0,6
2020-10-05 00:00:00,CH_GR,0,2,0,0,0,0
2021-01-05 00:00:00,CH_NE,2,51,-1,4,0,3
2020-03-19 00:00:00,CH_GR,5,18,0,2,0,2
2021-02-07 00:00:00,US_KS,0,8680,0,2361,0,411
2020-07-30 00:00:00,US_KS,0,1700,0,483,0,174
2020-11-04 00:00:00,CH_NE,10,120,1,18,1,11
2021-01-09 00:00:00,US_UT,99,11778,8,1897,3,660
2020-11-07 00:00:00,CH_TI,24,267,0,21,4,20
2020-04-10 00:00:00,CH_GE,-11,355,0,47,2,47
2020-07-08 00:00:00,CH_VS,0,8,0,1,0,0
2020-05-01 00:00:00,CH_TI,-20,142,-5,25,-3,20
2020-06-29 00:00:00,CH_GR,0,0,0,0,0,0
2020-09-09 00:00:00,US_UT,21,3263,9,812,2,336
2020-05-08 00:00:00,CH_GR,-1,13,0,6,0,5
2020-03-30 00:00:00,CH_GE,20,358,-2,57,-1,54
2021-01-20 00:00:00,CH_TI,-22,232,-3,32,-4,26
2020-09-05 00:00:00,US_KS,0,2415,0,661,0,211
2020-12-05 00:00:00,CH_ZH,18,411,0,85,-1,63
2020-11-14 00:00:00,CH_GR,9,72,2,10,3,10
2020-11-07 00:00:00,CH_GR,2,49,-2,8,0,8
2020-04-19 00:00:00,CH_NE,-1,43,-1,9,-4,4
2020-08-09 00:00:00,US_AR,61,3284,0,,2,437
2020-10-27 00:00:00,CH_GR,5,32,1,6,1,6
2020-10-19 00:00:00,CH_ZH,13,84,0,10,-1,5
2020-09-01 00:00:00,US_KS,0,2304,0,628,0,209
2020-05-08 00:00:00,CH_BL,-1,5,0,1,0,1
2020-07-10 00:00:00,US_AL,50,3089,11,888,3,493
2020-03-13 00:00:00,CH_VS,2,30,0,1,0,1
2020-03-23 00:00:00,CH_VS,12,104,1,12,2,9
2020-09-18 00:00:00,US_AL,148,16227,7,1638,4,904
2020-12-26 00:00:00,US_AR,29,10956,0,,-1,1170
2020-04-09 00:00:00,CH_NE,-5,58,0,10,0,7
2020-07-04 00:00:00,US_KS,0,1219,0,377,0,156
2020-05-29 00:00:00,CH_NE,0,2,0,0,0,0
2020-04-10 00:00:00,US_AR,0,130,0,43,0,39
2020-11-10 00:00:00,CH_ZH,21,380,-4,65,1,47
2020-06-07 00:00:00,CH_VS,0,15,0,3,0,2
2020-08-07 00:00:00,US_KS,54,1875,10,526,3,193
2020-09-16 00:00:00,CH_SG,0,9,0,1,0,1
2020-04-17 00:00:00,CH_GR,-4,33,-1,7,-1,6
2020-07-12 00:00:00,CH_BL,1,3,0,0,0,0
2020-12-01 00:00:00,US_AR,84,9021,0,,5,994
2020-09-04 00:00:00,CH_BL,0,0,0,0,0,0
2020-08-21 00:00:00,CH_ZH,-5,25,-1,9,-1,7
2020-07-03 00:00:00,CH_BL,0,0,0,0,0,0
2020-12-23 00:00:00,US_AR,175,10826,0,,16,1163
2020-10-07 00:00:00,CH_GR,0,2,0,0,0,0
2020-10-18 00:00:00,CH_BL,0,8,0,0,0,0
2020-10-08 00:00:00,CH_BL,0,0,0,0,0,0
2021-01-07 00:00:00,CH_SG,-15,148,-4,17,-3,17
2020-05-28 00:00:00,CH_AG,1,6,0,1,0,1
2020-03-25 00:00:00,CH_GR,2,45,3,8,3,6
2020-12-07 00:00:00,CH_ZH,26,456,0,80,3,63
2020-10-21 00:00:00,CH_SG,9,71,3,11,0,4
2020-10-23 00:00:00,CH_BL,2,19,0,4,0,4
2020-03-13 00:00:00,CH_TI,0,0,0,0,0,0
2020-12-21 00:00:00,CH_GR,-1,38,0,5,0,4
2020-12-23 00:00:00,CH_NE,-5,39,-2,6,0,4
2020-07-01 00:00:00,CH_LU,-1,5,1,2,1,2
2020-03-07 00:00:00,CH_TI,0,0,0,0,0,0
2020-04-28 00:00:00,CH_NE,-2,26,0,3,0,3
2020-07-17 00:00:00,US_AR,76,2070,0,,12,298
2020-07-07 00:00:00,CH_BE,0,3,0,1,0,1
2020-06-08 00:00:00,CH_BL,0,0,0,0,0,0
2020-07-29 00:00:00,US_AR,61,2747,0,,10,387
2020-08-11 00:00:00,US_AR,65,3401,0,,7,450
2021-01-31 00:00:00,US_UT,41,13468,1,2114,0,731
2020-09-07 00:00:00,CH_NE,1,2,0,0,0,0
2020-12-16 00:00:00,CH_VS,-9,103,-1,18,-1,14
2021-01-07 00:00:00,CH_VS,9,92,0,10,1,8
2020-08-13 00:00:00,CH_LU,1,10,0,4,0,4
2020-09-22 00:00:00,US_KS,0,2706,0,741,0,230
2020-08-01 00:00:00,US_AL,0,10521,6,1150,3,616
2020-04-24 00:00:00,CH_BL,-8,24,-1,2,-1,1
2021-01-25 00:00:00,CH_BL,0,25,0,6,0,5
2020-08-10 00:00:00,US_UT,22,2642,4,673,1,275
2020-08-01 00:00:00,CH_BL,-1,2,0,1,0,0
2020-06-10 00:00:00,US_AR,36,901,0,,3,147
2020-06-07 00:00:00,US_AL,29,2022,3,615,1,364
2020-06-30 00:00:00,CH_TI,0,4,0,0,0,0
2020-05-02 00:00:00,CH_ZH,-2,41,-1,19,-1,13
2020-08-22 00:00:00,CH_BL,0,1,0,1,0,1
2021-01-14 00:00:00,US_AL,221,38450,4,2470,2,1412
2020-06-28 00:00:00,CH_ZH,0,8,0,5,0,0
2020-11-15 00:00:00,CH_TI,14,344,2,33,-4,20
2021-01-17 00:00:00,CH_GR,-2,39,0,8,0,8
2020-08-07 00:00:00,CH_GR,0,1,0,0,0,0
2020-08-10 00:00:00,CH_NE,-1,0,0,0,0,0
2020-09-27 00:00:00,CH_BL,-1,0,0,0,0,0
2020-05-18 00:00:00,CH_NE,-1,11,-1,2,0,1
2020-05-12 00:00:00,CH_LU,0,12,0,5,-1,4
2020-06-05 00:00:00,CH_VS,0,15,0,3,0,2
2020-10-09 00:00:00,CH_VS,4,62,0,2,0,1
2020-05-15 00:00:00,CH_BE,-2,27,0,5,-1,4
2020-06-15 00:00:00,CH_VS,0,13,0,2,0,0
2020-11-19 00:00:00,US_AR,129,8268,0,,9,925
2020-11-26 00:00:00,US_AR,0,8711,0,,0,960
2020-11-08 00:00:00,CH_VS,16,344,3,37,3,24
2021-01-16 00:00:00,CH_BL,-8,27,-2,4,-1,4
2020-10-07 00:00:00,CH_ZH,-3,23,0,6,-1,4
2020-09-07 00:00:00,US_KS,26,2441,8,669,3,214
2021-01-20 00:00:00,CH_LU,-6,88,0,,-1,12
2021-01-11 00:00:00,CH_TI,-7,352,-1,51,-2,44
2020-05-14 00:00:00,CH_NE,-1,11,0,1,0,1
2020-09-13 00:00:00,US_AR,41,4719,0,,4,601
2020-05-20 00:00:00,CH_GR,0,4,0,2,0,2
2020-12-20 00:00:00,US_AR,15,10502,0,,0,1136
2020-11-20 00:00:00,CH_BE,5,390,-6,67,-6,56
2020-12-10 00:00:00,CH_GR,-4,42,0,9,0,7
2020-08-10 00:00:00,CH_BE,-1,10,0,3,0,1
2020-04-09 00:00:00,CH_VS,-5,118,-2,24,-1,19
2020-07-18 00:00:00,US_KS,0,1453,0,427,0,161
2020-06-27 00:00:00,US_UT,44,1365,13,388,5,166
2020-06-15 00:00:00,US_AR,5,1003,0,,1,163
2020-05-06 00:00:00,US_AR,0,453,0,,0,89
2020-09-21 00:00:00,CH_ZH,-4,23,-3,8,-2,6
2020-07-02 00:00:00,US_AR,29,1477,0,,7,231
2020-06-05 00:00:00,CH_BL,0,0,0,0,0,0
2020-05-14 00:00:00,US_KS,0,704,0,238,0,108
2020-11-02 00:00:00,US_KS,61,3893,15,1082,5,328
2020-10-04 00:00:00,CH_VS,4,47,0,1,0,1
2020-05-08 00:00:00,US_UT,12,488,3,162,0,73
2020-08-11 00:00:00,CH_NE,0,0,0,0,0,0
2020-11-20 00:00:00,CH_BL,-3,70,1,7,0,3
2020-10-31 00:00:00,US_KS,0,3832,0,1067,0,323
2020-09-22 00:00:00,CH_VS,0,22,0,0,0,0
2020-12-27 00:00:00,US_AL,0,32115,0,2421,1,1388
2021-01-30 00:00:00,US_KS,0,8417,0,2290,0,412
2020-07-23 00:00:00,US_KS,0,1545,0,450,0,164
2020-05-30 00:00:00,CH_TI,-9,33,0,1,0,1
2020-10-19 00:00:00,CH_BE,18,82,1,12,0,5
2020-12-02 00:00:00,CH_SG,14,174,1,27,2,23
2020-03-07 00:00:00,CH_BL,0,4,0,2,0,2
2020-09-22 00:00:00,CH_BL,1,3,0,0,0,0
2020-04-12 00:00:00,CH_GR,0,35,1,7,0,5
2020-11-01 00:00:00,CH_GR,-1,33,0,6,0,5
2021-01-21 00:00:00,CH_BE,-18,173,4,38,-1,28
2020-08-27 00:00:00,CH_LU,1,10,0,3,0,3
2020-05-08 00:00:00,CH_GE,-6,199,-4,11,-4,9
2020-09-18 00:00:00,US_UT,43,3444,5,848,1,349
2020-09-24 00:00:00,US_UT,35,3619,8,884,2,356
2020-04-28 00:00:00,CH_ZH,11,84,-8,25,-5,19
2020-12-22 00:00:00,US_KS,0,6267,0,1684,0,411
2020-12-28 00:00:00,CH_SG,2,182,-1,27,0,26
2020-09-22 00:00:00,CH_GR,0,3,0,0,0,0
2020-04-12 00:00:00,CH_GE,-2,342,-1,47,-1,43
2020-10-28 00:00:00,CH_GR,4,36,0,6,0,6
2020-05-30 00:00:00,CH_VS,-1,14,0,4,0,2
2020-07-11 00:00:00,CH_GR,1,2,0,0,0,0
2020-05-17 00:00:00,CH_VS,0,26,0,8,0,4
2020-11-23 00:00:00,CH_TI,8,382,0,35,3,23
2020-03-09 00:00:00,CH_GE,4,13,3,3,1,1
2020-05-10 00:00:00,US_UT,14,512,2,168,1,76
2021-01-12 00:00:00,US_UT,119,12059,24,1933,4,668
2020-04-10 00:00:00,CH_ZH,-13,152,0,0,-5,50
2020-11-10 00:00:00,US_AR,83,7579,0,,7,876
2020-10-25 00:00:00,US_KS,0,3584,0,1001,0,309
2021-01-13 00:00:00,CH_ZH,-12,381,-3,76,-2,54
2020-11-20 00:00:00,CH_NE,-4,137,-3,14,1,13
2020-06-03 00:00:00,CH_VS,-1,14,0,3,0,2
2020-03-11 00:00:00,CH_TI,0,0,0,0,0,0
2020-07-23 00:00:00,CH_GR,0,2,0,0,0,0
2020-12-19 00:00:00,US_AR,57,10487,0,,4,1136
2020-05-29 00:00:00,US_AR,27,667,0,,1,119
2020-09-11 00:00:00,CH_BL,0,0,0,0,0,0
2020-04-21 00:00:00,CH_BL,-7,33,-3,3,0,3
2020-06-19 00:00:00,CH_GE,0,4,1,1,0,0
2020-08-11 00:00:00,CH_ZH,0,27,0,5,0,5
2020-04-06 00:00:00,CH_GR,3,52,0,9,0,9
2020-11-30 00:00:00,CH_VS,7,180,-1,28,1,22
2020-08-14 00:00:00,CH_VS,1,11,0,1,0,1
2020-09-07 00:00:00,CH_BE,-1,3,0,2,-1,1
2020-07-14 00:00:00,CH_ZH,-2,24,3,10,1,6
2020-05-21 00:00:00,CH_TI,-3,50,1,5,1,5
2020-05-14 00:00:00,US_AL,33,1350,12,489,7,291
2021-01-07 00:00:00,CH_BL,-7,69,0,9,-1,6
2021-01-12 00:00:00,US_KS,0,7351,0,1981,0,413
2020-04-27 00:00:00,CH_ZH,-2,73,0,33,-2,24
2020-08-08 00:00:00,CH_VS,0,8,0,1,0,1
2020-12-01 00:00:00,CH_NE,1,128,-1,10,-2,5
2020-11-28 00:00:00,CH_BL,-8,63,0,10,-2,4
2020-12-03 00:00:00,CH_BL,-2,59,-1,7,0,4
2020-11-04 00:00:00,CH_BL,-5,32,-1,4,-1,3
2020-08-26 00:00:00,US_AL,212,14005,13,1412,6,770
2020-11-13 00:00:00,CH_ZH,-1,360,-1,66,0,47
2020-06-11 00:00:00,CH_GE,-5,7,0,1,0,1
2020-11-22 00:00:00,CH_GR,-3,51,0,10,0,9
2020-03-04 00:00:00,CH_VS,1,13,0,0,0,0
2020-03-19 00:00:00,CH_GE,11,87,-1,19,1,18
2020-04-26 00:00:00,US_AL,6,845,0,288,0,170
2020-04-06 00:00:00,CH_GE,-4,394,0,56,0,50
2020-05-26 00:00:00,US_UT,4,696,2,217,1,89
2020-11-23 00:00:00,CH_LU,12,107,0,,-5,12
2020-06-04 00:00:00,US_UT,21,850,8,258,1,108
2020-11-11 00:00:00,US_KS,114,4252,32,1167,8,347
2020-09-11 00:00:00,CH_NE,0,1,0,0,0,0
2020-12-08 00:00:00,CH_BL,2,61,2,8,0,4
2020-11-05 00:00:00,US_AL,0,21027,11,2100,7,1214
2020-11-10 00:00:00,CH_TI,13,303,2,25,0,18
2020-05-13 00:00:00,CH_BL,-1,2,0,1,-1,0
2020-05-20 00:00:00,US_AR,0,535,0,,0,101
2020-11-08 00:00:00,US_UT,64,6084,5,1237,1,472
2020-04-23 00:00:00,US_AR,0,291,0,,0,57
2020-05-02 00:00:00,CH_GR,-2,19,0,6,0,6
2021-01-01 00:00:00,US_AL,189,34373,2,2440,2,1398
2020-08-09 00:00:00,CH_VS,0,8,0,1,0,1
2020-03-14 00:00:00,CH_GE,8,41,1,8,0,5
2020-05-01 00:00:00,CH_NE,1,26,-3,2,-2,2
2020-12-28 00:00:00,CH_NE,-1,40,-2,3,-1,2
2020-11-02 00:00:00,US_AL,0,20450,1,2067,0,1193
2020-09-27 00:00:00,US_UT,27,3729,5,895,1,359
2021-02-04 00:00:00,CH_TI,-7,132,3,23,1,14
2020-12-24 00:00:00,CH_BL,-7,60,3,9,0,2
2020-06-05 00:00:00,CH_BE,-1,5,0,0,0,0
2020-06-23 00:00:00,CH_LU,0,6,0,,0,2
2020-11-30 00:00:00,CH_SG,3,161,-1,29,2,24
2020-09-17 00:00:00,US_UT,20,3401,6,843,0,348
2020-06-03 00:00:00,CH_NE,0,2,0,0,0,0
2020-12-27 00:00:00,CH_SG,-4,180,2,28,3,26
2020-10-23 00:00:00,US_KS,78,3584,26,1001,10,309
2020-03-03 00:00:00,CH_VS,2,12,0,0,0,0
2020-05-10 00:00:00,CH_BE,0,36,0,7,0,6
2020-10-19 00:00:00,CH_BL,2,10,1,1,0,0
2020-05-07 00:00:00,CH_TI,-2,107,-2,13,1,12
2020-05-27 00:00:00,CH_GE,-6,7,-1,0,0,0
2020-07-15 00:00:00,CH_GR,0,1,0,0,0,0
2020-09-05 00:00:00,CH_BL,0,0,0,0,0,0
2020-07-11 00:00:00,CH_NE,-3,0,0,0,0,0
2020-03-17 00:00:00,CH_GE,11,73,9,19,8,17
2020-12-18 00:00:00,CH_BE,8,334,-2,54,-5,41
2020-10-26 00:00:00,CH_BL,4,27,0,4,0,4
2020-09-20 00:00:00,CH_GR,0,4,0,1,0,1
2020-05-31 00:00:00,CH_ZH,-1,11,3,3,1,1
2021-01-16 00:00:00,US_AR,88,12686,0,,8,1348
2020-08-02 00:00:00,US_AR,42,2894,0,,2,397
2020-06-26 00:00:00,CH_ZH,0,7,1,5,0,1
2020-06-01 00:00:00,CH_TI,-2,28,0,1,0,1
2020-11-12 00:00:00,US_AR,80,7715,0,,5,887
2021-01-11 00:00:00,US_UT,74,11940,7,1909,1,664
2020-12-23 00:00:00,CH_VS,-3,75,0,15,-2,9
2021-01-14 00:00:00,US_KS,0,7540,0,2027,0,413
2020-12-15 00:00:00,CH_BL,1,63,-2,4,-1,3
2020-09-14 00:00:00,CH_BL,0,2,0,0,0,0
2020-07-16 00:00:00,CH_TI,0,4,1,2,0,1
2020-04-07 00:00:00,CH_GR,-3,49,-1,8,-1,8
2020-11-03 00:00:00,CH_LU,3,100,0,13,3,13
2020-10-24 00:00:00,CH_BL,4,23,0,4,0,4
2021-01-26 00:00:00,CH_TI,-14,195,-1,30,0,23
2020-05-09 00:00:00,CH_TI,-11,81,-1,12,-1,10
2020-07-04 00:00:00,CH_GR,0,0,0,0,0,0
2020-10-01 00:00:00,US_AR,91,5445,0,,2,678
2020-07-17 00:00:00,CH_NE,0,1,0,0,0,0
2020-09-20 00:00:00,CH_ZH,4,27,-1,11,0,8
2020-08-05 00:00:00,CH_NE,0,1,0,0,0,0
2020-02-27 00:00:00,CH_TI,0,0,0,0,0,0
2021-02-07 00:00:00,CH_ZH,15,215,4,52,0,38
2020-05-05 00:00:00,CH_BE,3,38,-1,7,-2,5
2020-09-09 00:00:00,CH_NE,1,3,0,0,0,0
2020-10-11 00:00:00,CH_GR,1,3,1,1,0,0
2020-07-24 00:00:00,US_AL,162,9157,15,1058,12,565
2020-04-20 00:00:00,US_AL,0,641,0,260,0,157
2020-08-19 00:00:00,US_KS,56,2090,7,567,2,202
2020-06-12 00:00:00,CH_BL,0,0,0,0,0,0
2020-12-23 00:00:00,CH_SG,11,184,1,26,2,23
2020-08-28 00:00:00,CH_ZH,1,19,2,9,1,6
2020-04-08 00:00:00,CH_AG,-3,85,-2,23,-2,23
2020-05-10 00:00:00,US_AR,0,471,0,,0,96
2020-12-19 00:00:00,CH_TI,6,345,1,42,2,37
2020-05-15 00:00:00,CH_AG,2,12,0,1,0,1
2021-01-06 00:00:00,CH_TI,-14,371,-3,47,1,45
2020-06-02 00:00:00,US_KS,20,862,6,290,3,127
2020-12-04 00:00:00,US_KS,127,5417,63,1453,0,409
2020-03-11 00:00:00,CH_GR,0,0,0,0,0,0
2020-03-20 00:00:00,CH_GR,6,24,1,3,1,3
2021-01-08 00:00:00,CH_VS,2,94,3,13,0,8
2020-08-17 00:00:00,CH_SG,0,7,0,0,1,5
2020-12-20 00:00:00,US_AL,0,30224,1,2390,0,1377
2020-08-20 00:00:00,CH_LU,-1,7,0,4,0,4
2020-05-15 00:00:00,US_AR,11,520,0,,1,101
2021-01-30 00:00:00,CH_VS,-3,116,-2,13,1,12
2020-06-16 00:00:00,CH_BE,0,1,0,0,0,0
2021-02-07 00:00:00,CH_NE,0,29,0,5,0,5
2020-05-10 00:00:00,CH_ZH,3,40,2,10,0,5
2020-06-29 00:00:00,CH_BL,0,0,0,0,0,0
2020-04-22 00:00:00,CH_BL,0,33,0,3,0,3
